iter	RMSE
245	0.003098430266
246	0.003093725863
247	0.003092553536
248	0.003086974222
249	0.003082406404
250	0.003080408637
251	0.003073604809
252	0.003064948687
253	0.003062119033
254	0.003055035452
255	0.003052211387
256	0.00304911538
257	0.00304659084
258	0.00304467134
259	0.003038877764
260	0.003034409059
261	0.003032672967
262	0.003028308363
263	0.003023839644
264	0.003021569377
265	0.003017270478
266	0.003014397388
267	0.003008755702
268	0.003004945858
269	0.003002402813
270	0.002997787944
271	0.002993829891
272	0.002988474345
273	0.002984498043
274	0.002980655301
275	0.002976203673
276	0.002974674457
277	0.002970556362
278	0.0029673998
279	0.002963209932
280	0.002958693679
281	0.002956011192
282	0.002950200528
283	0.002944961437
284	0.00294027945
285	0.002936182172
286	0.002931577777
287	0.002925005536
288	0.002922238579
289	0.002916883223
290	0.002914407885
291	0.002911151901
292	0.002906450027
293	0.002903289391
294	0.002899513565
295	0.002896478491
296	0.002895240371
297	0.002892148492
298	0.002888968585
299	0.002886818679
300	0.002883870487
301	0.002878267999
302	0.002874227836
303	0.002868751618
304	0.002864741394
305	0.002861193605
306	0.002857143809
307	0.002856472275
308	0.0028555675
309	0.002851653104
310	0.002850035413
311	0.002848490256
312	0.002847882739
313	0.002842387384
314	0.002840620934
315	0.002835770836
316	0.002833400381
317	0.002829862533
318	0.002825839811
319	0.002823747579
320	0.002820038091
321	0.002816657848
322	0.002813957734
323	0.002812759827
324	0.002810153975
325	0.002804443675
326	0.002802825841
327	0.002799872275
328	0.002794803667
329	0.002793289727
330	0.002790354698
331	0.00278716219
332	0.002784067888
333	0.002781556842
334	0.002775378047
335	0.002770787144
336	0.002769359862
337	0.002766264147
338	0.002763091685
339	0.002760793859
340	0.002756756205
341	0.002754246726
342	0.002752275557
343	0.002748992341
344	0.002746151157
345	0.002745098557
346	0.002742004794
347	0.002740153753
348	0.002737439924
349	0.002736252258
350	0.002733465803
351	0.002730958437
352	0.002729469041
353	0.002726984411
354	0.00272247879
355	0.002719897584
356	0.002716953579
357	0.002713165446
358	0.002708510313
359	0.002705198109
360	0.0027039217
361	0.0027002952
362	0.002698349166
363	0.002697470745
364	0.002695101248
365	0.00269338232
366	0.002690927748
367	0.00268862336
368	0.002688171145
369	0.002685295624
370	0.002683219807
371	0.002678990128
372	0.002676929531
373	0.002674508818
374	0.002672189796
375	0.002670310136
376	0.002668383586
377	0.00266227795
378	0.002660166012
379	0.002659096622
380	0.002657930703
381	0.002656613513
382	0.00265486491
383	0.002652229456
384	0.002651036604
385	0.002648159891
386	0.002644858633
387	0.002640907224
388	0.002638411752
389	0.002634393805
390	0.002631042966
391	0.002628868795
392	0.002627643276
393	0.002626116254
394	0.002622904815
395	0.002618362218
396	0.002615820088
397	0.002613523287
398	0.002609137684
399	0.002605980543
400	0.002604509763
401	0.002602023548
402	0.002600054051
403	0.002597320128
404	0.002594353518
405	0.002592961064
406	0.002590288064
407	0.002587792996
408	0.002585860858
409	0.002583081581
410	0.002581610845
411	0.002576359065
412	0.002573928972
413	0.002571240533
414	0.002569166596
415	0.002566229849
416	0.002564117655
417	0.002562853616
418	0.002560259598
419	0.002557930722
420	0.002556997074
421	0.002554668185
422	0.002553798421
423	0.002550959455
424	0.002546663857
425	0.002544604103
426	0.002543772534
427	0.002540937701
428	0.002536962997
429	0.002536146981
430	0.002534554119
431	0.002533622122
432	0.002530803553
433	0.002528345437
434	0.002526178081
435	0.002522766965
436	0.002520912909
437	0.002520103554
438	0.002517845745
439	0.002515714228
440	0.002513764185
441	0.002512185701
442	0.002510192282
443	0.00250711729
444	0.00250393549
445	0.002500119224
446	0.002497931874
447	0.002492944908
448	0.002490824432
449	0.002489374618
450	0.002487143886
451	0.002485372889
452	0.002482248341
453	0.002481561553
454	0.002478795309
455	0.002476873642
456	0.002474712121
457	0.002472214063
458	0.0024697722
459	0.002468045651
460	0.002466080663
461	0.00246271545
462	0.002461685064
463	0.002460952745
464	0.002459262672
465	0.002456568482
466	0.002453804414
467	0.002451792763
468	0.002450106835
469	0.002447282433
470	0.002444710956
471	0.002443899993
472	0.002441944589
473	0.00244088305
474	0.002439478637
475	0.002436631017
476	0.002433510715
477	0.002431059839
478	0.002429288821
479	0.002427381743
480	0.002424383244
481	0.002422570734
482	0.002419786197
483	0.002417678818
484	0.002416461395
485	0.002411961088
486	0.002410981031
487	0.002409410363
488	0.002406509876
489	0.002403424779
490	0.002400572527
491	0.002397652411
492	0.002396923389
493	0.002394215575
494	0.002392382994
495	0.002390458027
496	0.002388548014
497	0.002385947388
498	0.002381821235
499	0.002381062073
500	0.002378251488
501	0.002375503941
502	0.002373383016
503	0.002371261403
504	0.00236988901
505	0.002367397244
506	0.002364798002
507	0.002361684332
508	0.002358801782
509	0.002356704577
510	0.002355118626
511	0.002353312295
512	0.002351675264
513	0.002350156535
514	0.002348598729
515	0.00234689521
516	0.002344114663
517	0.002340966477
518	0.002339494565
519	0.002337554268
520	0.00233587351
521	0.002333320901
522	0.002332488063
523	0.002332010699
524	0.002330076656
525	0.002327052405
526	0.002325571453
527	0.00232404093
528	0.002322535684
529	0.002320290496
530	0.002319385393
531	0.002316944405
532	0.002315851774
533	0.002312994214
534	0.002310597223
535	0.002310080932
536	0.002307300242
537	0.002304795465
538	0.00230258113
539	0.002301192447
540	0.002298781504
541	0.002296457023
542	0.002295229968
543	0.002292084311
544	0.0022903315
545	0.002289436269
546	0.002287964863
547	0.00228577669
548	0.002283379823
549	0.002282131848
550	0.002281147812
551	0.002279713499
552	0.002277913606
553	0.002275376707
554	0.00227408597
555	0.002271893391
556	0.00226993378
557	0.002268147607
558	0.002267578425
559	0.002265758936
560	0.002263235394
561	0.002262853819
562	0.002262276125
563	0.002261124984
564	0.002259009602
565	0.002258144792
566	0.002254489089
567	0.002251826408
568	0.002249731106
569	0.002247673289
570	0.002245984777
571	0.002245310908
572	0.002243962754
573	0.002241349579
574	0.00224077318
575	0.00223981513
576	0.002236813116
577	0.002235209818
578	0.002233626355
579	0.002231188557
580	0.002230097569
581	0.00222839591
582	0.002223186042
583	0.002222267233
584	0.002220761718
585	0.002219969455
586	0.002219556078
587	0.002217774032
588	0.002216363509
589	0.002213618792
590	0.002213007755
591	0.002210761729
592	0.002208562304
593	0.002207730481
594	0.002206719029
595	0.002204955276
596	0.002202109272
597	0.002200408236
598	0.002199209859
599	0.002197941081
600	0.002197407791
601	0.00219289792
602	0.00219037047
603	0.002189448182
604	0.002188797093
605	0.002186674654
606	0.00218497665
607	0.002183545137
608	0.002181368061
609	0.002180748441
610	0.002178964104
611	0.002176611429
612	0.002175475184
613	0.002173971077
614	0.002171597931
615	0.002169522039
616	0.00216885993
617	0.002166910312
618	0.002166276532
619	0.002164139348
620	0.002162491969
621	0.002160904562
622	0.00215971424
623	0.002157965065
624	0.002156064283
625	0.002153686108
626	0.002152823422
627	0.002151436003
628	0.002149758348
629	0.002147921214
630	0.00214726604
631	0.002145589829
632	0.002144723195
633	0.002143075152
634	0.002140960047
635	0.002140355216
636	0.002136389975
637	0.002134586641
638	0.002133487069
639	0.002131333107
640	0.002129810674
641	0.002128994587
642	0.002127192133
643	0.002123440201
644	0.00212246208
645	0.002120721352
646	0.002119899791
647	0.002119381342
648	0.002117383407
649	0.002116057511
650	0.002114884123
651	0.002113837038
652	0.002112945039
653	0.002109963826
654	0.00210758153
655	0.002105708172
656	0.002104790138
657	0.00210347487
658	0.002102741993
659	0.002101838679
660	0.002100768287
661	0.002098108955
662	0.002096815142
663	0.002096079018
664	0.002094541138
665	0.002092122188
666	0.002091198842
667	0.002090414274
668	0.002089407886
669	0.00208850243
670	0.002086264022
671	0.002084525454
672	0.002082715289
673	0.00208037868
674	0.002078780984
675	0.00207744909
676	0.002075882329
677	0.002074010939
678	0.00207278142
679	0.002072046653
680	0.002070986628
681	0.002069041393
682	0.002067542453
683	0.002066507215
684	0.002065849237
685	0.002064766825
686	0.002063133929
687	0.002062500187
688	0.002060560482
689	0.002059483653
690	0.002057772503
691	0.002056726522
692	0.002054970805
693	0.002053788465
694	0.002053008526
695	0.002052009364
696	0.00205127627
697	0.002049698388
698	0.002048081959
699	0.002046667505
700	0.002045967526
701	0.002044400805
702	0.00204251226
703	0.002040886932
704	0.002040064134
705	0.002037686493
706	0.002035924226
707	0.002034314809
708	0.002032674069
709	0.002031118876
710	0.002029505214
711	0.002027179705
712	0.002025936834
713	0.002024920499
714	0.002023675704
715	0.002022035221
716	0.002019239688
717	0.002017705665
718	0.002015618481
719	0.002014822683
720	0.002013559412
721	0.002012098958
722	0.002010851748
723	0.002009537472
724	0.002007461533
725	0.002005449225
726	0.002004006939
727	0.002001865291
728	0.002000356274
729	0.001998819859
730	0.001997380926
731	0.001996500062
732	0.001995670734
733	0.001995080632
734	0.001993424167
735	0.001993009387
736	0.001992279273
737	0.001991289399
738	0.001990303499
739	0.001989792935
740	0.001988500488
741	0.001987506349
742	0.001986122929
743	0.001984801907
744	0.001983513986
745	0.001982377607
746	0.001980499134
747	0.001977403755
748	0.001976190216
749	0.001975730265
750	0.001974270095
751	0.001973457597
752	0.001971585326
753	0.001970012387
754	0.001969133895
755	0.001967800598
756	0.001966693669
757	0.001965539606
758	0.001964743944
759	0.001963271986
760	0.001961838042
761	0.001959364206
762	0.001957579299
763	0.00195471161
764	0.001953922032
765	0.001952715501
766	0.001951671376
767	0.001949805522
768	0.001948294254
769	0.001946752927
770	0.001944803197
771	0.001943707222
772	0.001942305878
773	0.001940726637
774	0.001938970521
775	0.001938343911
776	0.001937666317
777	0.001935986151
778	0.001934657879
779	0.001934083566
780	0.001931347122
781	0.001929225414
782	0.001927882537
783	0.001926804712
784	0.001925617799
785	0.001924224811
786	0.001922956224
787	0.001921549952
788	0.001920632975
789	0.00191980716
790	0.001918198535
791	0.001917078108
792	0.001915848219
793	0.001914298686
794	0.001913296839
795	0.00191193362
796	0.001910282957
797	0.001908358017
798	0.00190634846
799	0.001904781416
800	0.001903327394
801	0.00190227456
802	0.001901019134
803	0.001900133121
804	0.001899021489
805	0.001897734244
806	0.001896493017
807	0.00189452001
808	0.001893365122
809	0.001891692849
810	0.001890175611
811	0.001889567919
812	0.001888306844
813	0.001886969344
814	0.001886691587
815	0.001885001272
816	0.001883154194
817	0.001881435757
818	0.001879939727
819	0.001879140046
820	0.001878277967
821	0.001876623997
822	0.001875581056
823	0.001874704379
824	0.001873688469
825	0.001872658741
826	0.001871738467
827	0.001870993285
828	0.001869461821
829	0.00186766587
830	0.001867210511
831	0.001866792194
832	0.001865548905
833	0.001864784382
834	0.001863137547
835	0.001862053891
836	0.001861490988
837	0.001860508184
838	0.001859676475
839	0.001858746761
840	0.001857842767
841	0.001857246397
842	0.001856726636
843	0.001854093453
844	0.001852096666
845	0.001850792925
846	0.001850065969
847	0.001849161674
848	0.001847929678
849	0.001846790496
850	0.001845778283
851	0.001844421728
852	0.001844074292
853	0.001842591918
854	0.001840806372
855	0.001838969299
856	0.00183780551
857	0.001836991083
858	0.001836300037
859	0.001835452863
860	0.001834331505
861	0.00183331547
862	0.001831713834
863	0.0018313621
864	0.001830194426
865	0.001828748233
866	0.001828376519
867	0.001827557537
868	0.001826250776
869	0.001824211673
870	0.001823614044
871	0.001823053461
872	0.001822157272
873	0.001821013764
874	0.001818500216
875	0.00181764717
876	0.001816684109
877	0.001815847297
878	0.001814159102
879	0.001813276852
880	0.001811950722
881	0.001810859917
882	0.001809260798
883	0.001808408186
884	0.001807144748
885	0.001805399928
886	0.001804006073
887	0.001803389067
888	0.001802305965
889	0.001801750118
890	0.001800445897
891	0.001799491218
892	0.001798433181
893	0.00179624194
894	0.001795588845
895	0.001795023898
896	0.001794059295
897	0.001793372486
898	0.001793026207
899	0.001792530834
900	0.001791686437
901	0.001791147923
902	0.001789979562
903	0.001788168276
904	0.00178690256
905	0.001786068797
906	0.001783807735
907	0.001781099979
908	0.001780117667
909	0.001778541092
910	0.001776651709
911	0.001776152121
912	0.001775094977
913	0.001774176711
914	0.001772756503
915	0.001771900981
916	0.00177122511
917	0.001770130594
918	0.001767961533
919	0.001767202923
920	0.00176638069
921	0.00176539172
922	0.001764000922
923	0.001762858281
924	0.001761617855
925	0.001759740775
926	0.001757582028
927	0.001756853226
928	0.00175553973
929	0.001754198162
930	0.001753637666
931	0.001752387625
932	0.001751682435
933	0.001751012953
934	0.001750064971
935	0.001748945729
936	0.001748328987
937	0.001747410804
938	0.001746800002
939	0.001745889506
940	0.001744608612
941	0.001743578865
942	0.0017423961
943	0.001740813818
944	0.001739467131
945	0.001739108781
946	0.001738066657
947	0.001737380185
948	0.001736261706
949	0.001734752203
950	0.001733348703
951	0.001732047366
952	0.001731224032
953	0.001729596893
954	0.001728888631
955	0.001727411367
956	0.001725401445
957	0.001724095719
958	0.001723610222
959	0.001722954308
960	0.001721837578
961	0.001721059016
962	0.001719443339
963	0.001717753588
964	0.00171540942
965	0.00171491648
966	0.001713016163
967	0.001711925082
968	0.00171134846
969	0.001710902138
970	0.001710138888
971	0.001709276597
972	0.001707665866
973	0.001706504292
974	0.0017055649
975	0.00170393368
976	0.001701926569
977	0.001701048791
978	0.001700329337
979	0.001699618782
980	0.001698653576
981	0.001698156003
982	0.001697690106
983	0.001696904482
984	0.001695977591
985	0.00169536945
986	0.00169476738
987	0.001693777073
988	0.001692995628
989	0.001692555772
990	0.00169189326
991	0.001691280476
992	0.001690413084
993	0.00168988702
994	0.00168873719
995	0.001688306029
996	0.001687112982
997	0.001685895802
998	0.0016850407
999	0.001684379786
